product_name,manufacturer,medicine_type,recommendation_count,slug,matsukiyo_jan,matsukiyo_name,source_image_url,r2_url,status,note
グロンサンゴールド錠Ａ,廣貫堂,解熱鎮痛薬,3,グロンサンゴールド錠A,,,,,not_found,matsukiyo search: no match
アオキュア,小林製薬,外用薬（皮膚）,3,アオキュア,4987072094693,チュメキュア ５Ｇ 小林製薬 【第3類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987072094693_01_b2bfa1bca4f2013a151fa735933bdc98.jpg,https://images.yutok.dev/otc/アオキュア.webp,uploaded,query=アオキュア 小林
エイクレス,大石膏盛堂,外用薬（皮膚）,3,エイクレス,,,,,not_found,matsukiyo search: no match
コリクリアーＳローション,東光薬品工業,外用薬（皮膚）,3,コリクリアーSローション,,,,,not_found,matsukiyo search: no match
オムニンエース,オール薬品工業,風邪薬,3,オムニンエース,,,,,not_found,matsukiyo search: no match
ウチダの大黄牡丹皮湯,ウチダ和漢薬,解熱鎮痛薬,3,ウチダの大黄牡丹皮湯,,,,,not_found,matsukiyo search: no match
ザッツ,武田コンシューマーヘルスケア,胃腸薬,3,ザッツ,,,,,not_found,matsukiyo search: no match
キャベジンコーワ細粒,興和,胃腸薬,3,キャベジンコーワ細粒,4987973126516,キャベジンコーワαプラス顆粒 ５６包 興和 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987973126516_01_67e9e8845597d51f5076b82750bc9b31.jpg,https://images.yutok.dev/otc/キャベジンコーワ細粒.webp,uploaded,query=キャベジンコーワ細粒 興和
新リバヘルスゴールド,大峰堂薬品工業,解熱鎮痛薬,2,新リバヘルスゴールド,,,,,not_found,matsukiyo search: no match
健栄のどスプレー,健栄製薬,外用薬（のど）,2,健栄のどスプレー,4987286318264,健栄のどスプレー ２５ｍｌ 健栄製薬 【第3類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987286318264_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/健栄のどスプレー.webp,uploaded,query=健栄のどスプレー 健栄
清風散,摩耶堂製薬,風邪薬,2,清風散,,,,,not_found,matsukiyo search: no match
ヒストミンせき止め液ＮＸ,小林薬品工業,風邪薬,2,ヒストミンせき止め液NX,,,,,not_found,matsukiyo search: no match
ナカジマキキョウ末,中嶋生薬,風邪薬,2,ナカジマキキョウ末,,,,,not_found,matsukiyo search: no match
再春痛散湯エキス顆粒,再春館製薬所,解熱鎮痛薬,2,再春痛散湯エキス顆粒,,,,,not_found,matsukiyo search: no match
大正胃腸薬Ｋ＜錠剤＞,大正製薬,胃腸薬,1,大正胃腸薬K錠剤,4987306009462,大正胃腸薬Ｋ＜錠剤＞ １１０錠 大正製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987306009462_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/大正胃腸薬K錠剤.webp,uploaded,query=大正胃腸薬Ｋ＜錠剤＞ 大正
ビオフェルミン止瀉薬,ビオフェルミン製薬,胃腸薬,1,ビオフェルミン止瀉薬,4987306054837,ビオフェルミン止瀉薬 １２包 大正製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987306054837_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/ビオフェルミン止瀉薬.webp,uploaded,query=ビオフェルミン止瀉薬 ビオフェルミン
ビオフェルミン下痢止め,ビオフェルミン製薬,胃腸薬,1,ビオフェルミン下痢止め,4987306054813,ビオフェルミン下痢止め ３０錠 大正製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987306054813_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/ビオフェルミン下痢止め.webp,uploaded,query=ビオフェルミン下痢止め ビオフェルミン
新ルルエースのどスプレー,第一三共ヘルスケア,外用薬（のど）,1,新ルルエースのどスプレー,4987107611925,ルルのどスプレー ２５ｍｌ 第一三共ヘルスケア 【第3類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987107611925_01_7d1632d9874a1ec23f4728ac802af912.jpg,https://images.yutok.dev/otc/新ルルエースのどスプレー.webp,uploaded,query=新ルルエースのどスプレー 第一三共
キオフィーバ,樋屋製薬,解熱鎮痛薬,1,キオフィーバ,4987192002066,キオフィーバ こども解熱坐薬 １０個 樋屋製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987192002066_01_9784b8ae3ac2a0578b8ee3f1bb6d8cd9.jpg,https://images.yutok.dev/otc/キオフィーバ.webp,uploaded,query=キオフィーバ 樋屋
大正トンプク,大正製薬,解熱鎮痛薬,1,大正トンプク,,,,,not_found,matsukiyo search: no match
ファイティーＥＸ,興和,解熱鎮痛薬,1,ファイティーEX,4987067227105,matsukiyo ファイティーEX ３０ｍｌ×６本 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987067227105_01_3f4137ae43155789c818aaab5ce8fa60.jpg,https://images.yutok.dev/otc/ファイティーEX.webp,uploaded,query=ファイティーＥＸ 興和
ウチダの麻黄附子細辛湯,ウチダ和漢薬,風邪薬,1,ウチダの麻黄附子細辛湯,,,,,not_found,matsukiyo search: no match
新セキリック液,米田薬品,風邪薬,1,新セキリック液,,,,,not_found,matsukiyo search: no match
クールワンせき止めＧＸプラス,テイカ製薬,風邪薬,1,クールワンせき止めGXプラス,,,,,not_found,matsukiyo search: no match
カコナールせき止め液Ｗ,日新薬品工業,風邪薬,1,カコナールせき止め液W,,,,,not_found,matsukiyo search: no match
のどスッキリスプレーＡＣ,健栄製薬,外用薬（のど）,1,のどスッキリスプレーAC,,,,,not_found,matsukiyo search: no match
清痛顆粒,第一薬品工業,解熱鎮痛薬,1,清痛顆粒,,,,,not_found,matsukiyo search: no match
クミアイ解熱鎮痛錠,協同薬品,解熱鎮痛薬,1,クミアイ解熱鎮痛錠,,,,,not_found,matsukiyo search: no match
竹参かぜまる,タキザワ漢方廠,風邪薬,1,竹参かぜまる,,,,,not_found,matsukiyo search: no match
ロキソニンＳプレミアム,第一三共ヘルスケア,解熱鎮痛薬,1,ロキソニンSプレミアム,4987107619013,ロキソニンＳプレミアム ２４錠 第一三共ヘルスケア 【第1類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987107619013_01_e5519b23c0f594dd4ede703cdd9f09db.jpg,https://images.yutok.dev/otc/ロキソニンSプレミアム.webp,uploaded,query=ロキソニンＳプレミアム 第一三共
ササイサン,和漢薬研究所,胃腸薬,1,ササイサン,,,,,not_found,matsukiyo search: no match
フラーリンＪ粒,剤盛堂薬品,胃腸薬,1,フラーリンJ粒,,,,,not_found,matsukiyo search: no match
加香ヒマシ油,健栄製薬,胃腸薬,0,加香ヒマシ油,49232677,日本薬局方 加香ヒマシ油 ２０ｍｌ 健栄製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/49232677_01_4e69edcd5f17a8cde0847681978742f0.jpg,https://images.yutok.dev/otc/加香ヒマシ油.webp,uploaded,query=加香ヒマシ油 健栄
乙字湯,東洋漢方製薬,胃腸薬,0,乙字湯,4987045043239,「クラシエ」漢方乙字湯エキス顆粒 ４５包 クラシエ薬品 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987045043239_01_eb7a577d9c81730451f99a9215149c14.jpg,https://images.yutok.dev/otc/乙字湯.webp,uploaded,query=乙字湯 東洋漢方
防已黄耆湯,東洋漢方製薬,胃腸薬,0,防已黄耆湯,4987045049255,防已黄耆湯エキス錠Ｆクラシエ ９６錠 クラシエ薬品 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987045049255_01_eb7a577d9c81730451f99a9215149c14.jpg,https://images.yutok.dev/otc/防已黄耆湯.webp,uploaded,query=防已黄耆湯 東洋漢方
ナイシトールＧ,小林製薬,鼻炎用薬,0,ナイシトールG,4987072056431,ナイシトールＧａ ８４錠 小林製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987072056431_01_98f462080d5b58bb2dbbf31ecdfa592c.jpg,https://images.yutok.dev/otc/ナイシトールG.webp,uploaded,query=ナイシトールＧ 小林
東洋漢方のセンナ顆粒Ｓ（分包）,東洋漢方製薬,胃腸薬,0,東洋漢方のセンナ顆粒S分包,,,,,not_found,matsukiyo search: no match
ミカサ浣腸Ｎ４０,ムネ製薬,胃腸薬,0,ミカサ浣腸N40,,,,,not_found,matsukiyo search: no match
コトブキ浣腸４０,ムネ製薬,胃腸薬,0,コトブキ浣腸40,,,,,not_found,matsukiyo search: no match
コトブキ浣腸ひとおし,ムネ製薬,胃腸薬,0,コトブキ浣腸ひとおし,4987388063215,コトブキ浣腸ひとおし ３０ＧＸ２個 ムネ製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987388063215_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/コトブキ浣腸ひとおし.webp,uploaded,query=コトブキ浣腸ひとおし ムネ
コトブキ浣腸４０パステル,ムネ製薬,胃腸薬,0,コトブキ浣腸40パステル,,,,,not_found,matsukiyo search: no match
コトブキ浣腸３０パステル,ムネ製薬,胃腸薬,0,コトブキ浣腸30パステル,,,,,not_found,matsukiyo search: no match
コリイス浣腸３０,ムネ製薬,胃腸薬,0,コリイス浣腸30,,,,,not_found,matsukiyo search: no match
本草センナ錠,本草製薬,胃腸薬,0,本草センナ錠,,,,,not_found,matsukiyo search: no match
ゼリア健胃内服液,ゼリア新薬工業,胃腸薬,0,ゼリア健胃内服液,4987103052814,ヘパリーゼ胃腸内服液EX ５０ｍｌ×３ ゼリア新薬工業 (指定医薬部外品),https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987103052814_01_b2bfa1bca4f2013a151fa735933bdc98.jpg,https://images.yutok.dev/otc/ゼリア健胃内服液.webp,uploaded,query=ゼリア健胃内服液 ゼリア新薬
新バック液,全薬工業,胃腸薬,0,新バック液,,,,,not_found,matsukiyo search: no match
ソルマックプラス,大鵬薬品工業,胃腸薬,0,ソルマックプラス,4987117396065,ソルマック 5 ５０ｍＬ×８ 大鵬薬品工業 (指定医薬部外品),https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987117396065_01_ac2779eb161b7e98dade6e11b96fb786.jpg,https://images.yutok.dev/otc/ソルマックプラス.webp,uploaded,query=ソルマックプラス
ソルマックＥＸ２,大鵬薬品工業,胃腸薬,0,ソルマックEX2,,,,,not_found,matsukiyo search: no match
ストーゼ胃腸内服液,東宝製薬,胃腸薬,0,ストーゼ胃腸内服液,,,,,not_found,matsukiyo search: no match
太田胃散＜内服液＞,日新薬品工業,胃腸薬,0,太田胃散内服液,,,,,not_found,matsukiyo search: no match
ガロール健芯液,健創製薬,胃腸薬,0,ガロール健芯液,,,,,not_found,matsukiyo search: no match
パンシロンソフトベール,ロート製薬,胃腸薬,0,パンシロンソフトベール,,,,,not_found,matsukiyo search: no match
ワクナガ生薬胃腸薬,湧永製薬,胃腸薬,0,ワクナガ生薬胃腸薬,,,,,not_found,matsukiyo search: no match
オウレンいけだや,延寿堂,胃腸薬,0,オウレンいけだや,,,,,not_found,matsukiyo search: no match
オウレン末いけだや,延寿堂,胃腸薬,0,オウレン末いけだや,,,,,not_found,matsukiyo search: no match
新新胃腸薬Ｓ,新新薬品工業,胃腸薬,0,新新胃腸薬S,,,,,not_found,matsukiyo search: no match
イスロ胃腸ドリンクＳ,ゼネル薬工粉河,胃腸薬,0,イスロ胃腸ドリンクS,,,,,not_found,matsukiyo search: no match
大光丸,大佛堂製薬,胃腸薬,0,大光丸,,,,,not_found,matsukiyo search: no match
オウレンダイコー,大晃生薬,胃腸薬,0,オウレンダイコー,,,,,not_found,matsukiyo search: no match
オウレン末ダイコー,大晃生薬,胃腸薬,0,オウレン末ダイコー,,,,,not_found,matsukiyo search: no match
液キャベコーワＬ,興和,胃腸薬,0,液キャベコーワL,4987067806607,液キャベコーワ ５０ｍｌ 興和 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987067806607_01_6d384e4ba2833d853fa36c9d8fb37aaf.jpg,https://images.yutok.dev/otc/液キャベコーワL.webp,uploaded,query=液キャベコーワＬ 興和
大草胃腸薬内服液３０,大草薬品,胃腸薬,0,大草胃腸薬内服液30,,,,,not_found,matsukiyo search: no match
救胆,島伊兵衛薬品,胃腸薬,0,救胆,,,,,not_found,matsukiyo search: no match
御岳百草丸,長野県製薬,胃腸薬,0,御岳百草丸,4987352002448,御岳百草丸 ２７００粒 長野県製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987352002448_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/御岳百草丸.webp,uploaded,query=御岳百草丸 長野県
御岳百草丸分包,長野県製薬,胃腸薬,0,御岳百草丸分包,4987352002448,御岳百草丸 ２７００粒 長野県製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987352002448_01_f08d666c09654f607bd9ce50a85f8fab.jpg,https://images.yutok.dev/otc/御岳百草丸分包.webp,uploaded,query=御岳百草丸分包 長野県
ナカジマオウレン,中嶋生薬,胃腸薬,0,ナカジマオウレン,,,,,not_found,matsukiyo search: no match
ナカジマオウレン末,中嶋生薬,胃腸薬,0,ナカジマオウレン末,,,,,not_found,matsukiyo search: no match
御百草丸Ｕ,二反田薬品工業,胃腸薬,0,御百草丸U,,,,,not_found,matsukiyo search: no match
日野百草丸,日野製薬,胃腸薬,0,日野百草丸,,,,,not_found,matsukiyo search: no match
百草丸プラス,日野製薬,胃腸薬,0,百草丸プラス,,,,,not_found,matsukiyo search: no match
増田胃腸薬,増田製薬,胃腸薬,0,増田胃腸薬,,,,,not_found,matsukiyo search: no match
ヤマサンオウレン末,小島漢方,胃腸薬,0,ヤマサンオウレン末,,,,,not_found,matsukiyo search: no match
ヤマサンオウレン,小島漢方,胃腸薬,0,ヤマサンオウレン,,,,,not_found,matsukiyo search: no match
トチモトのオウレンＰ,栃本天海堂,胃腸薬,0,トチモトのオウレンP,,,,,not_found,matsukiyo search: no match
トチモトのオウレン末Ｐ,栃本天海堂,胃腸薬,0,トチモトのオウレン末P,,,,,not_found,matsukiyo search: no match
薬草健胃薬Ｆ,富士薬品,胃腸薬,0,薬草健胃薬F,,,,,not_found,matsukiyo search: no match
恵命我神散,老舗恵命堂,胃腸薬,0,恵命我神散,4955982058012,恵命我神散 徳用 １００ｇ×４袋 恵命堂 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4955982058012_01_428e52399ae087dce4cfcdd4baa90974.jpg,https://images.yutok.dev/otc/恵命我神散.webp,uploaded,query=恵命我神散 老舗恵命堂
恵命我神散Ｓ,老舗恵命堂,胃腸薬,0,恵命我神散S,4955982012007,恵命我神散S ３ｇ×２０包 恵命堂 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4955982012007_01_428e52399ae087dce4cfcdd4baa90974.jpg,https://images.yutok.dev/otc/恵命我神散S.webp,uploaded,query=恵命我神散Ｓ 老舗恵命堂
恵命我神散Ｓ＜細粒＞,老舗恵命堂,胃腸薬,0,恵命我神散S細粒,,,,,not_found,matsukiyo search: no match
フラーリンＪ錠,剤盛堂薬品,胃腸薬,0,フラーリンJ錠,,,,,not_found,matsukiyo search: no match
はらはら薬「翁丸」,日本製薬,胃腸薬,0,はらはら薬翁丸,,,,,not_found,matsukiyo search: no match
ニチイ胃腸内服液,日本医薬品製造,胃腸薬,0,ニチイ胃腸内服液,,,,,not_found,matsukiyo search: no match
やまと丸,日本医薬品製造,胃腸薬,0,やまと丸,,,,,not_found,matsukiyo search: no match
クレンジル,小林製薬,胃腸薬,0,クレンジル,,,,,not_found,matsukiyo search: no match
大正漢方胃腸薬＜内服液＞,ジェーピーエス製薬,胃腸薬,0,大正漢方胃腸薬内服液,4987306008717,【使用期限：2026年9月まで】大正漢方胃腸薬＜内服液＞ ３０ｍｌ 大正製薬 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987306008717_01_89167f5d539dc923be03d70c4407f580.jpg,https://images.yutok.dev/otc/大正漢方胃腸薬内服液.webp,uploaded,query=大正漢方胃腸薬＜内服液＞ ジェーピーエス
サクロンＱ,アルフレッサ　ファーマ,胃腸薬,0,サクロンQ,4987028105688,サクロンQ １２錠 エーザイ 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987028105688_01_eca86d4bfa0cc31c9000cdcee6547929.jpg,https://images.yutok.dev/otc/サクロンQ.webp,uploaded,query=サクロンＱ
セルベール,エーザイ,胃腸薬,0,セルベール,4987028114918,新セルベール整胃プレミアム錠 １８錠 エーザイ 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987028114918_01_196f86a297fea16ad5d46a147af1616e.jpg,https://images.yutok.dev/otc/セルベール.webp,uploaded,query=セルベール エーザイ
新セルベール整胃プレミアム＜細粒＞,エーザイ,胃腸薬,0,新セルベール整胃プレミアム細粒,4987028114765,新セルベール整胃プレミアム細粒 ２４包 エーザイ 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987028114765_01_196f86a297fea16ad5d46a147af1616e.jpg,https://images.yutok.dev/otc/新セルベール整胃プレミアム細粒.webp,uploaded,query=新セルベール整胃プレミアム＜細粒＞ エーザイ
新セルベール整胃プレミアム＜錠＞,エーザイ,胃腸薬,0,新セルベール整胃プレミアム錠,4987028114963,新セルベール整胃プレミアム錠 ７２錠 エーザイ 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987028114963_01_196f86a297fea16ad5d46a147af1616e.jpg,https://images.yutok.dev/otc/新セルベール整胃プレミアム錠.webp,uploaded,query=新セルベール整胃プレミアム＜錠＞ エーザイ
太田胃散,太田胃散,胃腸薬,0,太田胃散,4987033000268,太田胃散　太田胃散分包Ｓ ５０包 太田胃散 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987033000268_01_1d628106ab9056572b0d3bbd9e3bf150.jpg,https://images.yutok.dev/otc/太田胃散.webp,uploaded,query=太田胃散 太田胃散
太田胃散＜分包＞,太田胃散,胃腸薬,0,太田胃散分包,4987033000268,太田胃散　太田胃散分包Ｓ ５０包 太田胃散 【第2類医薬品】,https://www.matsukiyococokara-online.com/store/media/catalog/product/4/9/4987033000268_01_1d628106ab9056572b0d3bbd9e3bf150.jpg,https://images.yutok.dev/otc/太田胃散分包.webp,uploaded,query=太田胃散＜分包＞ 太田胃散
