test_number,input,symptoms,rank,medicine_name
644,下痢したら薬を飲みます,"下痢, 下痢",3,オウレンいけだや
645,便秘になったら薬を飲みます,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
645,便秘になったら薬を飲みます,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
645,便秘になったら薬を飲みます,"便秘, 便秘",3,コトブキ浣腸４０
646,吐き気がしたら薬を飲みます,吐き気,1,アネロン「ニスキャップ」
646,吐き気がしたら薬を飲みます,吐き気,2,エアミットサットＦ
646,吐き気がしたら薬を飲みます,吐き気,3,センパアＰｒｏ
647,めまいがしたら薬を飲みます,めまい,1,半夏厚朴湯
647,めまいがしたら薬を飲みます,めまい,2,奥田脳神経薬
647,めまいがしたら薬を飲みます,めまい,3,アネロン「キャップ」
648,頭痛かもしれません,"頭痛, 痛",1,大柴胡湯
648,頭痛かもしれません,"頭痛, 痛",2,清風散
648,頭痛かもしれません,"頭痛, 痛",3,ノーシンピュア《ピルケース》
649,発熱かもしれません,"発熱, 熱",1,ハイゼリーロイヤル
649,発熱かもしれません,"発熱, 熱",2,新ハイゼリーエースⅡ
649,発熱かもしれません,"発熱, 熱",3,ヘパリーゼドリンクⅡ
650,咳かもしれません,咳,1,清風散
650,咳かもしれません,咳,2,ウチダの麻黄加朮湯
650,咳かもしれません,咳,3,カンゾウいけだや
651,鼻水かもしれません,"鼻水, 鼻",1,新エザック鼻炎Ｌ
651,鼻水かもしれません,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
651,鼻水かもしれません,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
652,のどが痛いかもしれません,"のど, 痛",1,オトナノーシンピュア
652,のどが痛いかもしれません,"のど, 痛",2,クミアイ新いたみどめカプセル
652,のどが痛いかもしれません,"のど, 痛",3,プレミナスＩＰクイックａ
653,腹痛かもしれません,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
653,腹痛かもしれません,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
653,腹痛かもしれません,"腹痛, 痛",3,大正胃腸薬Ｋ
654,下痢かもしれません,"下痢, 下痢",1,高砂オウレン
654,下痢かもしれません,"下痢, 下痢",2,高砂オウレン末
654,下痢かもしれません,"下痢, 下痢",3,オウレンいけだや
655,便秘かもしれません,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
655,便秘かもしれません,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
655,便秘かもしれません,"便秘, 便秘",3,コトブキ浣腸４０
656,吐き気かもしれません,吐き気,1,アネロン「ニスキャップ」
656,吐き気かもしれません,吐き気,2,エアミットサットＦ
656,吐き気かもしれません,吐き気,3,センパアＰｒｏ
657,めまいかもしれません,めまい,1,半夏厚朴湯
657,めまいかもしれません,めまい,2,奥田脳神経薬
657,めまいかもしれません,めまい,3,アネロン「キャップ」
658,頭痛がとてもひどいです,"頭痛, 痛",1,大柴胡湯
658,頭痛がとてもひどいです,"頭痛, 痛",2,清風散
658,頭痛がとてもひどいです,"頭痛, 痛",3,ノーシンピュア《ピルケース》
659,発熱が非常に高いです,"発熱, 熱",1,ハイゼリーロイヤル
659,発熱が非常に高いです,"発熱, 熱",2,新ハイゼリーエースⅡ
659,発熱が非常に高いです,"発熱, 熱",3,ヘパリーゼドリンクⅡ
660,咳がすごく出ます,咳,1,清風散
660,咳がすごく出ます,咳,2,ウチダの麻黄加朮湯
660,咳がすごく出ます,咳,3,カンゾウいけだや
661,鼻水がすごく出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
661,鼻水がすごく出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
661,鼻水がすごく出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
662,のどがとても痛いです,"のど, 痛",1,オトナノーシンピュア
662,のどがとても痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
662,のどがとても痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
663,腹痛が非常にひどいです,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
663,腹痛が非常にひどいです,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
663,腹痛が非常にひどいです,"腹痛, 痛",3,大正胃腸薬Ｋ
664,下痢がすごく続いています,"下痢, 下痢",1,高砂オウレン
664,下痢がすごく続いています,"下痢, 下痢",2,高砂オウレン末
664,下痢がすごく続いています,"下痢, 下痢",3,オウレンいけだや
665,便秘がとてもひどいです,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
665,便秘がとてもひどいです,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
665,便秘がとてもひどいです,"便秘, 便秘",3,コトブキ浣腸４０
666,吐き気が非常に強いです,吐き気,1,アネロン「ニスキャップ」
666,吐き気が非常に強いです,吐き気,2,エアミットサットＦ
666,吐き気が非常に強いです,吐き気,3,センパアＰｒｏ
667,めまいがすごくします,めまい,1,半夏厚朴湯
667,めまいがすごくします,めまい,2,奥田脳神経薬
667,めまいがすごくします,めまい,3,アネロン「キャップ」
673,熱っぽい,熱,1,ハイゼリーロイヤル
673,熱っぽい,熱,2,新ハイゼリーエースⅡ
673,熱っぽい,熱,3,ヘパリーゼドリンクⅡ
674,寒気がする,寒気,1,神農柴胡桂枝湯エキス錠
674,寒気がする,寒気,2,ホリエの麻黄湯
674,寒気がする,寒気,3,ホノミキョウカン錠
675,悪寒がする,悪寒,1,清風散
675,悪寒がする,悪寒,2,ノーシンピュア《ピルケース》
675,悪寒がする,悪寒,3,メリドンＥＶ錠
676,体が熱い,熱,1,ハイゼリーロイヤル
676,体が熱い,熱,2,新ハイゼリーエースⅡ
676,体が熱い,熱,3,ヘパリーゼドリンクⅡ
678,咳がコンコン出る,咳,1,清風散
678,咳がコンコン出る,咳,2,ウチダの麻黄加朮湯
678,咳がコンコン出る,咳,3,カンゾウいけだや
679,咳がゴホゴホ出る,咳,1,清風散
679,咳がゴホゴホ出る,咳,2,ウチダの麻黄加朮湯
679,咳がゴホゴホ出る,咳,3,カンゾウいけだや
680,咳が止まらない,咳,1,清風散
680,咳が止まらない,咳,2,ウチダの麻黄加朮湯
680,咳が止まらない,咳,3,カンゾウいけだや
681,咳が続く,咳,1,清風散
681,咳が続く,咳,2,ウチダの麻黄加朮湯
681,咳が続く,咳,3,カンゾウいけだや
682,咳がひどい,咳,1,清風散
682,咳がひどい,咳,2,ウチダの麻黄加朮湯
682,咳がひどい,咳,3,カンゾウいけだや
683,鼻がムズムズする,鼻,1,ナイシトールＧ
683,鼻がムズムズする,鼻,2,ピュアＣホワイト
683,鼻がムズムズする,鼻,3,ピュアナＣチュアブル錠
684,鼻がツンとする,鼻,1,ナイシトールＧ
684,鼻がツンとする,鼻,2,ピュアＣホワイト
684,鼻がツンとする,鼻,3,ピュアナＣチュアブル錠
685,鼻がかゆい,"かゆ, 鼻",1,レーバンＨ
685,鼻がかゆい,"かゆ, 鼻",2,スラジン
685,鼻がかゆい,"かゆ, 鼻",3,スラジンＡ
686,鼻が痛い,"痛, 鼻",1,雲仙散
686,鼻が痛い,"痛, 鼻",2,ビトラックＳ
686,鼻が痛い,"痛, 鼻",3,太田漢方胃腸薬Ⅱ
687,鼻が詰まる,鼻,1,ナイシトールＧ
687,鼻が詰まる,鼻,2,ピュアＣホワイト
687,鼻が詰まる,鼻,3,ピュアナＣチュアブル錠
688,のどがイガイガする,のど,1,オトナノーシンピュア
688,のどがイガイガする,のど,2,クミアイ新いたみどめカプセル
688,のどがイガイガする,のど,3,プレミナスＩＰクイックａ
689,のどがヒリヒリする,のど,1,オトナノーシンピュア
689,のどがヒリヒリする,のど,2,クミアイ新いたみどめカプセル
689,のどがヒリヒリする,のど,3,プレミナスＩＰクイックａ
690,のどが渇く,のど,1,オトナノーシンピュア
690,のどが渇く,のど,2,クミアイ新いたみどめカプセル
690,のどが渇く,のど,3,プレミナスＩＰクイックａ
691,のどが腫れる,のど,1,オトナノーシンピュア
691,のどが腫れる,のど,2,クミアイ新いたみどめカプセル
691,のどが腫れる,のど,3,プレミナスＩＰクイックａ
692,のどがつまる,のど,1,オトナノーシンピュア
692,のどがつまる,のど,2,クミアイ新いたみどめカプセル
692,のどがつまる,のど,3,プレミナスＩＰクイックａ
697,お腹がシクシク痛む,"痛, お腹",1,雲仙散
697,お腹がシクシク痛む,"痛, お腹",2,ビトラックＳ
697,お腹がシクシク痛む,"痛, お腹",3,太田漢方胃腸薬Ⅱ
703,胃がキリキリ痛む,"痛, 胃",1,雲仙散
703,胃がキリキリ痛む,"痛, 胃",2,ビトラックＳ
703,胃がキリキリ痛む,"痛, 胃",3,太田漢方胃腸薬Ⅱ
704,胃がシクシク痛む,"痛, 胃",1,雲仙散
704,胃がシクシク痛む,"痛, 胃",2,ビトラックＳ
704,胃がシクシク痛む,"痛, 胃",3,太田漢方胃腸薬Ⅱ
705,胃がもたれる,胃,1,新バック液
705,胃がもたれる,胃,2,ソルマックプラス
705,胃がもたれる,胃,3,高砂オウレン
706,胃が重い,胃,1,新バック液
706,胃が重い,胃,2,ソルマックプラス
706,胃が重い,胃,3,高砂オウレン
707,胃がムカムカする,胃,1,新バック液
707,胃がムカムカする,胃,2,ソルマックプラス
707,胃がムカムカする,胃,3,高砂オウレン
708,目がショボショボする,目,1,強表水散
708,目がショボショボする,目,2,四物血行散
708,目がショボショボする,目,3,四物血行散
709,目がチカチカする,目,1,強表水散
709,目がチカチカする,目,2,四物血行散
709,目がチカチカする,目,3,四物血行散
710,目がゴロゴロする,目,1,強表水散
710,目がゴロゴロする,目,2,四物血行散
710,目がゴロゴロする,目,3,四物血行散
711,目がかすむ,目,1,強表水散
711,目がかすむ,目,2,四物血行散
711,目がかすむ,目,3,四物血行散
712,目が乾く,目,1,強表水散
712,目が乾く,目,2,四物血行散
712,目が乾く,目,3,四物血行散
713,耳が聞こえにくい,耳,1,ナリピタン
713,耳が聞こえにくい,耳,2,ノーシンピュア《ピルケース》
713,耳が聞こえにくい,耳,3,オトナノーシンピュア
714,耳が詰まる,耳,1,ナリピタン
714,耳が詰まる,耳,2,ノーシンピュア《ピルケース》
714,耳が詰まる,耳,3,オトナノーシンピュア
715,耳がかゆい,"かゆ, 耳",1,レーバンＨ
715,耳がかゆい,"かゆ, 耳",2,スラジン
715,耳がかゆい,"かゆ, 耳",3,スラジンＡ
716,耳がジンジンする,耳,1,ナリピタン
716,耳がジンジンする,耳,2,ノーシンピュア《ピルケース》
716,耳がジンジンする,耳,3,オトナノーシンピュア
717,耳がボーンとする,耳,1,ナリピタン
717,耳がボーンとする,耳,2,ノーシンピュア《ピルケース》
717,耳がボーンとする,耳,3,オトナノーシンピュア
718,頭痛と発熱と咳があります,"頭痛, 発熱, 咳",1,大柴胡湯
718,頭痛と発熱と咳があります,"頭痛, 発熱, 咳",2,清風散
718,頭痛と発熱と咳があります,"頭痛, 発熱, 咳",3,ノーシンピュア《ピルケース》
719,のどが痛くて鼻水とくしゃみが出ます,"鼻水, のど, 痛",1,新エザック鼻炎Ｌ
719,のどが痛くて鼻水とくしゃみが出ます,"鼻水, のど, 痛",2,新ビノック鼻炎用カプセル
719,のどが痛くて鼻水とくしゃみが出ます,"鼻水, のど, 痛",3,フジビトール鼻炎薬Ｓ
720,腹痛と下痢と吐き気とめまいがあります,"腹痛, 下痢, 吐き気",1,太田漢方胃腸薬Ⅱ
720,腹痛と下痢と吐き気とめまいがあります,"腹痛, 下痢, 吐き気",2,太田漢方胃腸薬Ⅱ＜錠剤＞
720,腹痛と下痢と吐き気とめまいがあります,"腹痛, 下痢, 吐き気",3,大正胃腸薬Ｋ
721,便秘と腹痛と胃もたれと胸やけがあります,"腹痛, 便秘, 痛",1,太田漢方胃腸薬Ⅱ
721,便秘と腹痛と胃もたれと胸やけがあります,"腹痛, 便秘, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
721,便秘と腹痛と胃もたれと胸やけがあります,"腹痛, 便秘, 痛",3,大正胃腸薬Ｋ
722,かゆみと発疹と皮膚の赤みがあります,"かゆみ, かゆ, 発疹",1,レーバンＨ
722,かゆみと発疹と皮膚の赤みがあります,"かゆみ, かゆ, 発疹",2,スラジン
722,かゆみと発疹と皮膚の赤みがあります,"かゆみ, かゆ, 発疹",3,スラジンＡ
723,目の疲れと頭痛とめまいと肩こりがあります,"頭痛, めまい, 疲れ",1,大柴胡湯
723,目の疲れと頭痛とめまいと肩こりがあります,"頭痛, めまい, 疲れ",2,清風散
723,目の疲れと頭痛とめまいと肩こりがあります,"頭痛, めまい, 疲れ",3,ノーシンピュア《ピルケース》
724,関節痛と筋肉痛と肩こりと腰痛があります,"関節痛, 腰痛, 痛",1,ノーシンピュア《ピルケース》
724,関節痛と筋肉痛と肩こりと腰痛があります,"関節痛, 腰痛, 痛",2,オトナノーシンピュア
724,関節痛と筋肉痛と肩こりと腰痛があります,"関節痛, 腰痛, 痛",3,イブ
725,疲労感と不眠とイライラと不安があります,"疲労, 不眠",1,ピュアＣホワイト
725,疲労感と不眠とイライラと不安があります,"疲労, 不眠",2,ピュアナＣチュアブル錠
725,疲労感と不眠とイライラと不安があります,"疲労, 不眠",3,ホワイピュアＥＸ
726,動悸と息切れと胸の痛みとめまいがあります,"めまい, 痛, 胸",1,半夏厚朴湯
726,動悸と息切れと胸の痛みとめまいがあります,"めまい, 痛, 胸",2,奥田脳神経薬
726,動悸と息切れと胸の痛みとめまいがあります,"めまい, 痛, 胸",3,アネロン「キャップ」
727,頭痛と吐き気とめまいとふらつきがあります,"頭痛, 吐き気, めまい",1,大柴胡湯
727,頭痛と吐き気とめまいとふらつきがあります,"頭痛, 吐き気, めまい",2,清風散
727,頭痛と吐き気とめまいとふらつきがあります,"頭痛, 吐き気, めまい",3,ノーシンピュア《ピルケース》
728,発熱と悪寒と頭痛と体のだるさがあります,"頭痛, 発熱, だる",1,大柴胡湯
728,発熱と悪寒と頭痛と体のだるさがあります,"頭痛, 発熱, だる",2,清風散
728,発熱と悪寒と頭痛と体のだるさがあります,"頭痛, 発熱, だる",3,ノーシンピュア《ピルケース》
729,咳と痰と鼻水とくしゃみが出ます,"咳, 痰, 鼻水",1,清風散
729,咳と痰と鼻水とくしゃみが出ます,"咳, 痰, 鼻水",2,ウチダの麻黄加朮湯
729,咳と痰と鼻水とくしゃみが出ます,"咳, 痰, 鼻水",3,カンゾウいけだや
730,のどが痛くて発熱と頭痛があります,"頭痛, 発熱, のど",1,大柴胡湯
730,のどが痛くて発熱と頭痛があります,"頭痛, 発熱, のど",2,清風散
730,のどが痛くて発熱と頭痛があります,"頭痛, 発熱, のど",3,ノーシンピュア《ピルケース》
731,腹痛と下痢と発熱があります,"発熱, 腹痛, 下痢",1,ハイゼリーロイヤル
731,腹痛と下痢と発熱があります,"発熱, 腹痛, 下痢",2,新ハイゼリーエースⅡ
731,腹痛と下痢と発熱があります,"発熱, 腹痛, 下痢",3,ヘパリーゼドリンクⅡ
732,便秘と腹痛と吐き気があります,"腹痛, 便秘, 吐き気",1,太田漢方胃腸薬Ⅱ
732,便秘と腹痛と吐き気があります,"腹痛, 便秘, 吐き気",2,太田漢方胃腸薬Ⅱ＜錠剤＞
732,便秘と腹痛と吐き気があります,"腹痛, 便秘, 吐き気",3,大正胃腸薬Ｋ
733,かゆみと発疹と皮膚の乾燥があります,"かゆみ, かゆ, 発疹",1,レーバンＨ
733,かゆみと発疹と皮膚の乾燥があります,"かゆみ, かゆ, 発疹",2,スラジン
733,かゆみと発疹と皮膚の乾燥があります,"かゆみ, かゆ, 発疹",3,スラジンＡ
734,目の疲れと頭痛と首の痛みがあります,"頭痛, 疲れ, 痛",1,大柴胡湯
734,目の疲れと頭痛と首の痛みがあります,"頭痛, 疲れ, 痛",2,清風散
734,目の疲れと頭痛と首の痛みがあります,"頭痛, 疲れ, 痛",3,ノーシンピュア《ピルケース》
735,関節痛と筋肉痛と体のだるさがあります,"関節痛, だる, 痛",1,ノーシンピュア《ピルケース》
735,関節痛と筋肉痛と体のだるさがあります,"関節痛, だる, 痛",2,オトナノーシンピュア
735,関節痛と筋肉痛と体のだるさがあります,"関節痛, だる, 痛",3,イブ
736,腰痛と肩こりと首の痛みがあります,"腰痛, 痛, 肩",1,雲仙散
736,腰痛と肩こりと首の痛みがあります,"腰痛, 痛, 肩",2,ノーシンピュア《ピルケース》
736,腰痛と肩こりと首の痛みがあります,"腰痛, 痛, 肩",3,オトナノーシンピュア
737,疲労感と不眠と頭痛があります,"頭痛, 疲労, 不眠",1,大柴胡湯
737,疲労感と不眠と頭痛があります,"頭痛, 疲労, 不眠",2,清風散
737,疲労感と不眠と頭痛があります,"頭痛, 疲労, 不眠",3,ノーシンピュア《ピルケース》
738,動悸と息切れとめまいがあります,"めまい, 動悸, 息切れ",1,半夏厚朴湯
738,動悸と息切れとめまいがあります,"めまい, 動悸, 息切れ",2,奥田脳神経薬
738,動悸と息切れとめまいがあります,"めまい, 動悸, 息切れ",3,アネロン「キャップ」
739,頭痛とめまいと吐き気があります,"頭痛, 吐き気, めまい",1,大柴胡湯
739,頭痛とめまいと吐き気があります,"頭痛, 吐き気, めまい",2,清風散
739,頭痛とめまいと吐き気があります,"頭痛, 吐き気, めまい",3,ノーシンピュア《ピルケース》
740,発熱と頭痛と体のだるさがあります,"頭痛, 発熱, だる",1,大柴胡湯
740,発熱と頭痛と体のだるさがあります,"頭痛, 発熱, だる",2,清風散
740,発熱と頭痛と体のだるさがあります,"頭痛, 発熱, だる",3,ノーシンピュア《ピルケース》
741,咳と痰とのどの痛みがあります,"咳, 痰, のど",1,清風散
741,咳と痰とのどの痛みがあります,"咳, 痰, のど",2,ウチダの麻黄加朮湯
741,咳と痰とのどの痛みがあります,"咳, 痰, のど",3,カンゾウいけだや
742,鼻水とくしゃみと目のかゆみがあります,"鼻水, かゆみ, かゆ",1,新エザック鼻炎Ｌ
742,鼻水とくしゃみと目のかゆみがあります,"鼻水, かゆみ, かゆ",2,新ビノック鼻炎用カプセル
742,鼻水とくしゃみと目のかゆみがあります,"鼻水, かゆみ, かゆ",3,フジビトール鼻炎薬Ｓ
743,のどが痛くて咳と痰が出ます,"咳, 痰, のど",1,清風散
743,のどが痛くて咳と痰が出ます,"咳, 痰, のど",2,ウチダの麻黄加朮湯
743,のどが痛くて咳と痰が出ます,"咳, 痰, のど",3,カンゾウいけだや
744,腹痛と下痢と発熱と頭痛があります,"頭痛, 発熱, 腹痛",1,大柴胡湯
744,腹痛と下痢と発熱と頭痛があります,"頭痛, 発熱, 腹痛",2,清風散
744,腹痛と下痢と発熱と頭痛があります,"頭痛, 発熱, 腹痛",3,ノーシンピュア《ピルケース》
745,便秘と腹痛と胃もたれと吐き気があります,"腹痛, 便秘, 吐き気",1,太田漢方胃腸薬Ⅱ
745,便秘と腹痛と胃もたれと吐き気があります,"腹痛, 便秘, 吐き気",2,太田漢方胃腸薬Ⅱ＜錠剤＞
745,便秘と腹痛と胃もたれと吐き気があります,"腹痛, 便秘, 吐き気",3,大正胃腸薬Ｋ
746,かゆみと発疹と皮膚の赤みと腫れがあります,"かゆみ, かゆ, 発疹",1,レーバンＨ
746,かゆみと発疹と皮膚の赤みと腫れがあります,"かゆみ, かゆ, 発疹",2,スラジン
746,かゆみと発疹と皮膚の赤みと腫れがあります,"かゆみ, かゆ, 発疹",3,スラジンＡ
747,目の疲れと頭痛とめまいと肩こりと首の痛みがあります,"頭痛, めまい, 疲れ",1,大柴胡湯
747,目の疲れと頭痛とめまいと肩こりと首の痛みがあります,"頭痛, めまい, 疲れ",2,清風散
747,目の疲れと頭痛とめまいと肩こりと首の痛みがあります,"頭痛, めまい, 疲れ",3,ノーシンピュア《ピルケース》
748,関節痛と筋肉痛と肩こりと腰痛と首の痛みがあります,"関節痛, 腰痛, 痛",1,ノーシンピュア《ピルケース》
748,関節痛と筋肉痛と肩こりと腰痛と首の痛みがあります,"関節痛, 腰痛, 痛",2,オトナノーシンピュア
748,関節痛と筋肉痛と肩こりと腰痛と首の痛みがあります,"関節痛, 腰痛, 痛",3,イブ
749,疲労感と不眠とイライラと不安と頭痛があります,"頭痛, 疲労, 不眠",1,大柴胡湯
749,疲労感と不眠とイライラと不安と頭痛があります,"頭痛, 疲労, 不眠",2,清風散
749,疲労感と不眠とイライラと不安と頭痛があります,"頭痛, 疲労, 不眠",3,ノーシンピュア《ピルケース》
750,動悸と息切れと胸の痛みとめまいとふらつきがあります,"めまい, 痛, 胸",1,半夏厚朴湯
750,動悸と息切れと胸の痛みとめまいとふらつきがあります,"めまい, 痛, 胸",2,奥田脳神経薬
750,動悸と息切れと胸の痛みとめまいとふらつきがあります,"めまい, 痛, 胸",3,アネロン「キャップ」
751,頭痛と吐き気とめまいとふらつきと体のだるさがあります,"頭痛, 吐き気, めまい",1,大柴胡湯
751,頭痛と吐き気とめまいとふらつきと体のだるさがあります,"頭痛, 吐き気, めまい",2,清風散
751,頭痛と吐き気とめまいとふらつきと体のだるさがあります,"頭痛, 吐き気, めまい",3,ノーシンピュア《ピルケース》
752,発熱と悪寒と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, だる",1,大柴胡湯
752,発熱と悪寒と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, だる",2,清風散
752,発熱と悪寒と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, だる",3,ノーシンピュア《ピルケース》
753,咳と痰と鼻水とくしゃみとのどの痛みがあります,"咳, 痰, 鼻水",1,清風散
753,咳と痰と鼻水とくしゃみとのどの痛みがあります,"咳, 痰, 鼻水",2,ウチダの麻黄加朮湯
753,咳と痰と鼻水とくしゃみとのどの痛みがあります,"咳, 痰, 鼻水",3,カンゾウいけだや
754,のどが痛くて発熱と頭痛と体のだるさがあります,"頭痛, 発熱, のど",1,大柴胡湯
754,のどが痛くて発熱と頭痛と体のだるさがあります,"頭痛, 発熱, のど",2,清風散
754,のどが痛くて発熱と頭痛と体のだるさがあります,"頭痛, 発熱, のど",3,ノーシンピュア《ピルケース》
755,腹痛と下痢と発熱と頭痛と吐き気があります,"頭痛, 発熱, 腹痛",1,大柴胡湯
755,腹痛と下痢と発熱と頭痛と吐き気があります,"頭痛, 発熱, 腹痛",2,清風散
755,腹痛と下痢と発熱と頭痛と吐き気があります,"頭痛, 発熱, 腹痛",3,ノーシンピュア《ピルケース》
756,便秘と腹痛と胃もたれと胸やけと吐き気があります,"腹痛, 便秘, 吐き気",1,太田漢方胃腸薬Ⅱ
756,便秘と腹痛と胃もたれと胸やけと吐き気があります,"腹痛, 便秘, 吐き気",2,太田漢方胃腸薬Ⅱ＜錠剤＞
756,便秘と腹痛と胃もたれと胸やけと吐き気があります,"腹痛, 便秘, 吐き気",3,大正胃腸薬Ｋ
757,かゆみと発疹と皮膚の赤みと腫れと痛みがあります,"かゆみ, 痛, かゆ",1,レーバンＨ
757,かゆみと発疹と皮膚の赤みと腫れと痛みがあります,"かゆみ, 痛, かゆ",2,スラジン
757,かゆみと発疹と皮膚の赤みと腫れと痛みがあります,"かゆみ, 痛, かゆ",3,スラジンＡ
758,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさがあります,"頭痛, めまい, 疲れ",1,大柴胡湯
758,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさがあります,"頭痛, めまい, 疲れ",2,清風散
758,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさがあります,"頭痛, めまい, 疲れ",3,ノーシンピュア《ピルケース》
759,関節痛と筋肉痛と肩こりと腰痛と首の痛みと体のだるさがあります,"関節痛, 腰痛, だる",1,ノーシンピュア《ピルケース》
759,関節痛と筋肉痛と肩こりと腰痛と首の痛みと体のだるさがあります,"関節痛, 腰痛, だる",2,オトナノーシンピュア
759,関節痛と筋肉痛と肩こりと腰痛と首の痛みと体のだるさがあります,"関節痛, 腰痛, だる",3,イブ
760,疲労感と不眠とイライラと不安と頭痛とめまいがあります,"頭痛, めまい, 疲労",1,大柴胡湯
760,疲労感と不眠とイライラと不安と頭痛とめまいがあります,"頭痛, めまい, 疲労",2,清風散
760,疲労感と不眠とイライラと不安と頭痛とめまいがあります,"頭痛, めまい, 疲労",3,ノーシンピュア《ピルケース》
761,動悸と息切れと胸の痛みとめまいとふらつきと体のだるさがあります,"めまい, だる, 痛",1,半夏厚朴湯
761,動悸と息切れと胸の痛みとめまいとふらつきと体のだるさがあります,"めまい, だる, 痛",2,奥田脳神経薬
761,動悸と息切れと胸の痛みとめまいとふらつきと体のだるさがあります,"めまい, だる, 痛",3,アネロン「キャップ」
762,頭痛と吐き気とめまいとふらつきと体のだるさと食欲不振があります,"頭痛, 吐き気, めまい",1,大柴胡湯
762,頭痛と吐き気とめまいとふらつきと体のだるさと食欲不振があります,"頭痛, 吐き気, めまい",2,清風散
762,頭痛と吐き気とめまいとふらつきと体のだるさと食欲不振があります,"頭痛, 吐き気, めまい",3,ノーシンピュア《ピルケース》
763,発熱と悪寒と頭痛と体のだるさと食欲不振と不眠があります,"頭痛, 発熱, 不眠",1,大柴胡湯
763,発熱と悪寒と頭痛と体のだるさと食欲不振と不眠があります,"頭痛, 発熱, 不眠",2,清風散
763,発熱と悪寒と頭痛と体のだるさと食欲不振と不眠があります,"頭痛, 発熱, 不眠",3,ノーシンピュア《ピルケース》
764,咳と痰と鼻水とくしゃみとのどの痛みと発熱があります,"発熱, 咳, 痰",1,ハイゼリーロイヤル
764,咳と痰と鼻水とくしゃみとのどの痛みと発熱があります,"発熱, 咳, 痰",2,新ハイゼリーエースⅡ
764,咳と痰と鼻水とくしゃみとのどの痛みと発熱があります,"発熱, 咳, 痰",3,ヘパリーゼドリンクⅡ
765,のどが痛くて発熱と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, のど",1,大柴胡湯
765,のどが痛くて発熱と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, のど",2,清風散
765,のどが痛くて発熱と頭痛と体のだるさと食欲不振があります,"頭痛, 発熱, のど",3,ノーシンピュア《ピルケース》
766,腹痛と下痢と発熱と頭痛と吐き気とめまいがあります,"頭痛, 発熱, 腹痛",1,大柴胡湯
766,腹痛と下痢と発熱と頭痛と吐き気とめまいがあります,"頭痛, 発熱, 腹痛",2,清風散
766,腹痛と下痢と発熱と頭痛と吐き気とめまいがあります,"頭痛, 発熱, 腹痛",3,ノーシンピュア《ピルケース》
767,便秘と腹痛と胃もたれと胸やけと吐き気と食欲不振があります,"腹痛, 便秘, 吐き気",1,太田漢方胃腸薬Ⅱ
767,便秘と腹痛と胃もたれと胸やけと吐き気と食欲不振があります,"腹痛, 便秘, 吐き気",2,太田漢方胃腸薬Ⅱ＜錠剤＞
767,便秘と腹痛と胃もたれと胸やけと吐き気と食欲不振があります,"腹痛, 便秘, 吐き気",3,大正胃腸薬Ｋ
768,かゆみと発疹と皮膚の赤みと腫れと痛みと熱感があります,"かゆみ, 痛, かゆ",1,レーバンＨ
768,かゆみと発疹と皮膚の赤みと腫れと痛みと熱感があります,"かゆみ, 痛, かゆ",2,スラジン
768,かゆみと発疹と皮膚の赤みと腫れと痛みと熱感があります,"かゆみ, 痛, かゆ",3,スラジンＡ
769,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさと不眠があります,"頭痛, めまい, 不眠",1,大柴胡湯
769,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさと不眠があります,"頭痛, めまい, 不眠",2,清風散
769,目の疲れと頭痛とめまいと肩こりと首の痛みと体のだるさと不眠があります,"頭痛, めまい, 不眠",3,ノーシンピュア《ピルケース》
914,頭痛！,"頭痛, 痛",1,大柴胡湯
914,頭痛！,"頭痛, 痛",2,清風散
914,頭痛！,"頭痛, 痛",3,ノーシンピュア《ピルケース》
915,頭痛？,"頭痛, 痛",1,大柴胡湯
915,頭痛？,"頭痛, 痛",2,清風散
