test_number,input,symptoms,rank,medicine_name
373,下痢が2日続いています,"下痢, 下痢",3,オウレンいけだや
374,便秘が1週間続いています,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
374,便秘が1週間続いています,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
374,便秘が1週間続いています,"便秘, 便秘",3,コトブキ浣腸４０
375,吐き気が3日続いています,吐き気,1,アネロン「ニスキャップ」
375,吐き気が3日続いています,吐き気,2,エアミットサットＦ
375,吐き気が3日続いています,吐き気,3,センパアＰｒｏ
376,めまいが1週間続いています,めまい,1,半夏厚朴湯
376,めまいが1週間続いています,めまい,2,奥田脳神経薬
376,めまいが1週間続いています,めまい,3,アネロン「キャップ」
377,かゆみが2週間続いています,"かゆみ, かゆ",1,レーバンＨ
377,かゆみが2週間続いています,"かゆみ, かゆ",2,スラジン
377,かゆみが2週間続いています,"かゆみ, かゆ",3,スラジンＡ
378,疲労感が1ヶ月続いています,疲労,1,ピュアＣホワイト
378,疲労感が1ヶ月続いています,疲労,2,ピュアナＣチュアブル錠
378,疲労感が1ヶ月続いています,疲労,3,ホワイピュアＥＸ
379,不眠が1週間続いています,不眠,1,漢方ナイトミン
379,不眠が1週間続いています,不眠,2,バイグロミン
379,不眠が1週間続いています,不眠,3,ラムールＱ
380,関節痛が2週間続いています,"関節痛, 痛",1,ノーシンピュア《ピルケース》
380,関節痛が2週間続いています,"関節痛, 痛",2,オトナノーシンピュア
380,関節痛が2週間続いています,"関節痛, 痛",3,イブ
381,腰痛が1ヶ月続いています,"腰痛, 痛",1,雲仙散
381,腰痛が1ヶ月続いています,"腰痛, 痛",2,ノーシンピュア《ピルケース》
381,腰痛が1ヶ月続いています,"腰痛, 痛",3,オトナノーシンピュア
382,頭痛が昨日から続いています,"頭痛, 痛",1,大柴胡湯
382,頭痛が昨日から続いています,"頭痛, 痛",2,清風散
382,頭痛が昨日から続いています,"頭痛, 痛",3,ノーシンピュア《ピルケース》
383,発熱が今朝から続いています,"発熱, 熱",1,ハイゼリーロイヤル
383,発熱が今朝から続いています,"発熱, 熱",2,新ハイゼリーエースⅡ
383,発熱が今朝から続いています,"発熱, 熱",3,ヘパリーゼドリンクⅡ
384,咳が先週から続いています,咳,1,清風散
384,咳が先週から続いています,咳,2,ウチダの麻黄加朮湯
384,咳が先週から続いています,咳,3,カンゾウいけだや
385,鼻水が先月から続いています,"鼻水, 鼻",1,新エザック鼻炎Ｌ
385,鼻水が先月から続いています,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
385,鼻水が先月から続いています,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
386,のどが先週から痛いです,"のど, 痛",1,オトナノーシンピュア
386,のどが先週から痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
386,のどが先週から痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
387,朝起きたら頭痛がしました,"頭痛, 痛",1,大柴胡湯
387,朝起きたら頭痛がしました,"頭痛, 痛",2,清風散
387,朝起きたら頭痛がしました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
388,夜になると咳が出ます,咳,1,清風散
388,夜になると咳が出ます,咳,2,ウチダの麻黄加朮湯
388,夜になると咳が出ます,咳,3,カンゾウいけだや
389,昼間は元気ですが夜になると発熱します,"発熱, 熱",1,ハイゼリーロイヤル
389,昼間は元気ですが夜になると発熱します,"発熱, 熱",2,新ハイゼリーエースⅡ
389,昼間は元気ですが夜になると発熱します,"発熱, 熱",3,ヘパリーゼドリンクⅡ
390,朝は調子がいいですが夕方になると疲れます,疲れ,1,漢方ナイトミン
390,朝は調子がいいですが夕方になると疲れます,疲れ,2,六君子湯
390,朝は調子がいいですが夕方になると疲れます,疲れ,3,強表水散
391,夜中に目が覚めて不眠です,"不眠, 目",1,漢方ナイトミン
391,夜中に目が覚めて不眠です,"不眠, 目",2,バイグロミン
391,夜中に目が覚めて不眠です,"不眠, 目",3,ラムールＱ
392,朝起きた時にのどが痛いです,"のど, 痛",1,オトナノーシンピュア
392,朝起きた時にのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
392,朝起きた時にのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
393,食事の後に腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
393,食事の後に腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
393,食事の後に腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
394,運動後にめまいがします,めまい,1,半夏厚朴湯
394,運動後にめまいがします,めまい,2,奥田脳神経薬
394,運動後にめまいがします,めまい,3,アネロン「キャップ」
395,パソコンを見ていると目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
395,パソコンを見ていると目の疲れがあります,"疲れ, 目",2,六君子湯
395,パソコンを見ていると目の疲れがあります,"疲れ, 目",3,強表水散
396,読書をすると頭痛がします,"頭痛, 痛",1,大柴胡湯
396,読書をすると頭痛がします,"頭痛, 痛",2,清風散
396,読書をすると頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
397,寒い時に咳が出ます,咳,1,清風散
397,寒い時に咳が出ます,咳,2,ウチダの麻黄加朮湯
397,寒い時に咳が出ます,咳,3,カンゾウいけだや
398,暑い時にめまいがします,めまい,1,半夏厚朴湯
398,暑い時にめまいがします,めまい,2,奥田脳神経薬
398,暑い時にめまいがします,めまい,3,アネロン「キャップ」
399,雨の日に関節痛があります,"関節痛, 痛",1,ノーシンピュア《ピルケース》
399,雨の日に関節痛があります,"関節痛, 痛",2,オトナノーシンピュア
399,雨の日に関節痛があります,"関節痛, 痛",3,イブ
400,ストレスがあると頭痛がします,"頭痛, 痛",1,大柴胡湯
400,ストレスがあると頭痛がします,"頭痛, 痛",2,清風散
400,ストレスがあると頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
401,緊張すると動悸がします,動悸,1,半夏厚朴湯
401,緊張すると動悸がします,動悸,2,ラムールＱ
401,緊張すると動悸がします,動悸,3,サイロ
402,寝不足の時に頭痛がします,"頭痛, 痛",1,大柴胡湯
402,寝不足の時に頭痛がします,"頭痛, 痛",2,清風散
402,寝不足の時に頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
403,疲れている時に発熱します,"発熱, 疲れ, 熱",1,ハイゼリーロイヤル
403,疲れている時に発熱します,"発熱, 疲れ, 熱",2,新ハイゼリーエースⅡ
403,疲れている時に発熱します,"発熱, 疲れ, 熱",3,ヘパリーゼドリンクⅡ
404,風邪をひいた時に咳が出ます,咳,1,清風散
404,風邪をひいた時に咳が出ます,咳,2,ウチダの麻黄加朮湯
404,風邪をひいた時に咳が出ます,咳,3,カンゾウいけだや
405,花粉の季節に鼻水が出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
405,花粉の季節に鼻水が出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
405,花粉の季節に鼻水が出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
406,季節の変わり目に体調を崩します,目,1,強表水散
406,季節の変わり目に体調を崩します,目,2,四物血行散
406,季節の変わり目に体調を崩します,目,3,四物血行散
407,右側の頭が痛いです,痛,1,雲仙散
407,右側の頭が痛いです,痛,2,ビトラックＳ
407,右側の頭が痛いです,痛,3,太田漢方胃腸薬Ⅱ
408,左側の頭が痛いです,痛,1,雲仙散
408,左側の頭が痛いです,痛,2,ビトラックＳ
408,左側の頭が痛いです,痛,3,太田漢方胃腸薬Ⅱ
409,後頭部が痛いです,痛,1,雲仙散
409,後頭部が痛いです,痛,2,ビトラックＳ
409,後頭部が痛いです,痛,3,太田漢方胃腸薬Ⅱ
410,こめかみが痛いです,痛,1,雲仙散
410,こめかみが痛いです,痛,2,ビトラックＳ
410,こめかみが痛いです,痛,3,太田漢方胃腸薬Ⅱ
411,右の目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
411,右の目の疲れがあります,"疲れ, 目",2,六君子湯
411,右の目の疲れがあります,"疲れ, 目",3,強表水散
412,左の目がかゆいです,"かゆ, 目",1,レーバンＨ
412,左の目がかゆいです,"かゆ, 目",2,スラジン
412,左の目がかゆいです,"かゆ, 目",3,スラジンＡ
413,両目の充血があります,目,1,強表水散
413,両目の充血があります,目,2,四物血行散
413,両目の充血があります,目,3,四物血行散
414,右耳が痛いです,"痛, 耳",1,雲仙散
414,右耳が痛いです,"痛, 耳",2,ビトラックＳ
414,右耳が痛いです,"痛, 耳",3,太田漢方胃腸薬Ⅱ
415,左耳が痛いです,"痛, 耳",1,雲仙散
415,左耳が痛いです,"痛, 耳",2,ビトラックＳ
415,左耳が痛いです,"痛, 耳",3,太田漢方胃腸薬Ⅱ
416,両耳が聞こえにくいです,耳,1,ナリピタン
416,両耳が聞こえにくいです,耳,2,ノーシンピュア《ピルケース》
416,両耳が聞こえにくいです,耳,3,オトナノーシンピュア
417,右の鼻が詰まっています,鼻,1,ナイシトールＧ
417,右の鼻が詰まっています,鼻,2,ピュアＣホワイト
417,右の鼻が詰まっています,鼻,3,ピュアナＣチュアブル錠
418,左の鼻が詰まっています,鼻,1,ナイシトールＧ
418,左の鼻が詰まっています,鼻,2,ピュアＣホワイト
418,左の鼻が詰まっています,鼻,3,ピュアナＣチュアブル錠
419,両方の鼻が詰まっています,鼻,1,ナイシトールＧ
419,両方の鼻が詰まっています,鼻,2,ピュアＣホワイト
419,両方の鼻が詰まっています,鼻,3,ピュアナＣチュアブル錠
420,右ののどが痛いです,"のど, 痛",1,オトナノーシンピュア
420,右ののどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
420,右ののどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
421,左ののどが痛いです,"のど, 痛",1,オトナノーシンピュア
421,左ののどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
421,左ののどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
422,のどの奥が痛いです,"のど, 痛",1,オトナノーシンピュア
422,のどの奥が痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
422,のどの奥が痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
423,右肩が痛いです,"痛, 肩",1,雲仙散
423,右肩が痛いです,"痛, 肩",2,ビトラックＳ
423,右肩が痛いです,"痛, 肩",3,太田漢方胃腸薬Ⅱ
424,左肩が痛いです,"痛, 肩",1,雲仙散
424,左肩が痛いです,"痛, 肩",2,ビトラックＳ
424,左肩が痛いです,"痛, 肩",3,太田漢方胃腸薬Ⅱ
425,両肩がこっています,肩,1,ナリピタン
425,両肩がこっています,肩,2,雲仙散
425,両肩がこっています,肩,3,大柴胡湯
426,首の後ろが痛いです,"痛, 首",1,雲仙散
426,首の後ろが痛いです,"痛, 首",2,ビトラックＳ
426,首の後ろが痛いです,"痛, 首",3,太田漢方胃腸薬Ⅱ
427,たんが黄色いです,たん,1,清風散
427,たんが黄色いです,たん,2,滋陰降火湯エキス細粒Ｇ「コタロー」
427,たんが黄色いです,たん,3,ウチダの小青龍湯
428,たんが緑色です,たん,1,清風散
428,たんが緑色です,たん,2,滋陰降火湯エキス細粒Ｇ「コタロー」
428,たんが緑色です,たん,3,ウチダの小青龍湯
429,たんが白いです,たん,1,清風散
429,たんが白いです,たん,2,滋陰降火湯エキス細粒Ｇ「コタロー」
429,たんが白いです,たん,3,ウチダの小青龍湯
430,たんが透明です,たん,1,清風散
430,たんが透明です,たん,2,滋陰降火湯エキス細粒Ｇ「コタロー」
430,たんが透明です,たん,3,ウチダの小青龍湯
431,鼻水が黄色いです,"鼻水, 鼻",1,新エザック鼻炎Ｌ
431,鼻水が黄色いです,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
431,鼻水が黄色いです,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
432,鼻水が透明です,"鼻水, 鼻",1,新エザック鼻炎Ｌ
432,鼻水が透明です,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
432,鼻水が透明です,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
433,鼻水が緑色です,"鼻水, 鼻",1,新エザック鼻炎Ｌ
433,鼻水が緑色です,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
433,鼻水が緑色です,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
434,鼻水が白いです,"鼻水, 鼻",1,新エザック鼻炎Ｌ
434,鼻水が白いです,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
434,鼻水が白いです,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
443,目が赤いです,目,1,強表水散
443,目が赤いです,目,2,四物血行散
443,目が赤いです,目,3,四物血行散
444,目が黄色いです,目,1,強表水散
444,目が黄色いです,目,2,四物血行散
444,目が黄色いです,目,3,四物血行散
447,頭がズキズキ痛いです,痛,1,雲仙散
447,頭がズキズキ痛いです,痛,2,ビトラックＳ
447,頭がズキズキ痛いです,痛,3,太田漢方胃腸薬Ⅱ
448,頭がガンガン痛いです,痛,1,雲仙散
448,頭がガンガン痛いです,痛,2,ビトラックＳ
448,頭がガンガン痛いです,痛,3,太田漢方胃腸薬Ⅱ
449,頭がジンジン痛いです,痛,1,雲仙散
449,頭がジンジン痛いです,痛,2,ビトラックＳ
449,頭がジンジン痛いです,痛,3,太田漢方胃腸薬Ⅱ
450,のどがヒリヒリ痛いです,"のど, 痛",1,オトナノーシンピュア
450,のどがヒリヒリ痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
450,のどがヒリヒリ痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
451,のどがイガイガします,のど,1,オトナノーシンピュア
451,のどがイガイガします,のど,2,クミアイ新いたみどめカプセル
451,のどがイガイガします,のど,3,プレミナスＩＰクイックａ
452,のどがチクチク痛いです,"のど, 痛",1,オトナノーシンピュア
452,のどがチクチク痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
452,のどがチクチク痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
453,お腹がキリキリ痛いです,"痛, お腹",1,雲仙散
453,お腹がキリキリ痛いです,"痛, お腹",2,ビトラックＳ
453,お腹がキリキリ痛いです,"痛, お腹",3,太田漢方胃腸薬Ⅱ
454,お腹がシクシク痛いです,"痛, お腹",1,雲仙散
454,お腹がシクシク痛いです,"痛, お腹",2,ビトラックＳ
454,お腹がシクシク痛いです,"痛, お腹",3,太田漢方胃腸薬Ⅱ
455,お腹がズキズキ痛いです,"痛, お腹",1,雲仙散
455,お腹がズキズキ痛いです,"痛, お腹",2,ビトラックＳ
455,お腹がズキズキ痛いです,"痛, お腹",3,太田漢方胃腸薬Ⅱ
459,目がチカチカします,目,1,強表水散
459,目がチカチカします,目,2,四物血行散
459,目がチカチカします,目,3,四物血行散
460,目がゴロゴロします,目,1,強表水散
460,目がゴロゴロします,目,2,四物血行散
460,目がゴロゴロします,目,3,四物血行散
461,目がショボショボします,目,1,強表水散
461,目がショボショボします,目,2,四物血行散
461,目がショボショボします,目,3,四物血行散
462,耳がキーンとします,耳,1,ナリピタン
462,耳がキーンとします,耳,2,ノーシンピュア《ピルケース》
462,耳がキーンとします,耳,3,オトナノーシンピュア
463,耳がジーンとします,耳,1,ナリピタン
463,耳がジーンとします,耳,2,ノーシンピュア《ピルケース》
463,耳がジーンとします,耳,3,オトナノーシンピュア
464,耳がボーンとします,耳,1,ナリピタン
464,耳がボーンとします,耳,2,ノーシンピュア《ピルケース》
464,耳がボーンとします,耳,3,オトナノーシンピュア
468,立ち上がるとめまいがします,めまい,1,半夏厚朴湯
468,立ち上がるとめまいがします,めまい,2,奥田脳神経薬
468,立ち上がるとめまいがします,めまい,3,アネロン「キャップ」
469,歩くと息切れがします,息切れ,1,ラムールＱ
469,歩くと息切れがします,息切れ,2,喜谷實母散
469,歩くと息切れがします,息切れ,3,エベナＬ
470,階段を上ると動悸がします,動悸,1,半夏厚朴湯
470,階段を上ると動悸がします,動悸,2,ラムールＱ
470,階段を上ると動悸がします,動悸,3,サイロ
471,横になると頭痛がします,"頭痛, 痛",1,大柴胡湯
471,横になると頭痛がします,"頭痛, 痛",2,清風散
471,横になると頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
472,座ると腰痛があります,"腰痛, 痛",1,雲仙散
472,座ると腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
472,座ると腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
473,寝ると咳が出ます,咳,1,清風散
473,寝ると咳が出ます,咳,2,ウチダの麻黄加朮湯
473,寝ると咳が出ます,咳,3,カンゾウいけだや
474,食べると吐き気がします,吐き気,1,アネロン「ニスキャップ」
474,食べると吐き気がします,吐き気,2,エアミットサットＦ
474,食べると吐き気がします,吐き気,3,センパアＰｒｏ
475,飲み込むとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
475,飲み込むとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
475,飲み込むとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
476,話すとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
476,話すとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
476,話すとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
477,笑うとお腹が痛いです,"痛, お腹",1,雲仙散
477,笑うとお腹が痛いです,"痛, お腹",2,ビトラックＳ
477,笑うとお腹が痛いです,"痛, お腹",3,太田漢方胃腸薬Ⅱ
478,くしゃみをすると頭が痛いです,痛,1,雲仙散
478,くしゃみをすると頭が痛いです,痛,2,ビトラックＳ
478,くしゃみをすると頭が痛いです,痛,3,太田漢方胃腸薬Ⅱ
479,咳をすると頭が痛いです,"咳, 痛",1,清風散
479,咳をすると頭が痛いです,"咳, 痛",2,ウチダの麻黄加朮湯
479,咳をすると頭が痛いです,"咳, 痛",3,カンゾウいけだや
480,体を動かすと関節痛があります,"関節痛, 痛",1,ノーシンピュア《ピルケース》
480,体を動かすと関節痛があります,"関節痛, 痛",2,オトナノーシンピュア
480,体を動かすと関節痛があります,"関節痛, 痛",3,イブ
481,重いものを持つと腰痛があります,"腰痛, 痛",1,雲仙散
481,重いものを持つと腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
481,重いものを持つと腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
482,パソコンを見続けると目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
482,パソコンを見続けると目の疲れがあります,"疲れ, 目",2,六君子湯
482,パソコンを見続けると目の疲れがあります,"疲れ, 目",3,強表水散
483,本を読むと頭痛がします,"頭痛, 痛",1,大柴胡湯
483,本を読むと頭痛がします,"頭痛, 痛",2,清風散
483,本を読むと頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
484,テレビを見ると目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
484,テレビを見ると目の疲れがあります,"疲れ, 目",2,六君子湯
484,テレビを見ると目の疲れがあります,"疲れ, 目",3,強表水散
485,スマホを見ると頭痛がします,"頭痛, 痛",1,大柴胡湯
485,スマホを見ると頭痛がします,"頭痛, 痛",2,清風散
485,スマホを見ると頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
486,運動すると息切れがします,息切れ,1,ラムールＱ
486,運動すると息切れがします,息切れ,2,喜谷實母散
486,運動すると息切れがします,息切れ,3,エベナＬ
487,階段を下りると膝が痛いです,痛,1,雲仙散
487,階段を下りると膝が痛いです,痛,2,ビトラックＳ
487,階段を下りると膝が痛いです,痛,3,太田漢方胃腸薬Ⅱ
488,風邪をひいて頭痛がします,"頭痛, 痛",1,大柴胡湯
488,風邪をひいて頭痛がします,"頭痛, 痛",2,清風散
488,風邪をひいて頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
489,インフルエンザで発熱があります,"発熱, 熱",1,ハイゼリーロイヤル
489,インフルエンザで発熱があります,"発熱, 熱",2,新ハイゼリーエースⅡ
489,インフルエンザで発熱があります,"発熱, 熱",3,ヘパリーゼドリンクⅡ
490,かぜで咳が出ます,咳,1,清風散
490,かぜで咳が出ます,咳,2,ウチダの麻黄加朮湯
490,かぜで咳が出ます,咳,3,カンゾウいけだや
491,花粉症で鼻水が出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
491,花粉症で鼻水が出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
491,花粉症で鼻水が出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
492,アレルギーでかゆみがあります,"かゆみ, かゆ",1,レーバンＨ
492,アレルギーでかゆみがあります,"かゆみ, かゆ",2,スラジン
492,アレルギーでかゆみがあります,"かゆみ, かゆ",3,スラジンＡ
493,ストレスで頭痛がします,"頭痛, 痛",1,大柴胡湯
493,ストレスで頭痛がします,"頭痛, 痛",2,清風散
493,ストレスで頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
494,疲れで発熱します,"発熱, 疲れ, 熱",1,ハイゼリーロイヤル
494,疲れで発熱します,"発熱, 疲れ, 熱",2,新ハイゼリーエースⅡ
494,疲れで発熱します,"発熱, 疲れ, 熱",3,ヘパリーゼドリンクⅡ
495,寝不足で頭痛がします,"頭痛, 痛",1,大柴胡湯
495,寝不足で頭痛がします,"頭痛, 痛",2,清風散
495,寝不足で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
496,二日酔いで頭痛がします,"頭痛, 痛",1,大柴胡湯
496,二日酔いで頭痛がします,"頭痛, 痛",2,清風散
496,二日酔いで頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
497,食べ過ぎで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
497,食べ過ぎで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
497,食べ過ぎで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
498,飲み過ぎで吐き気がします,吐き気,1,アネロン「ニスキャップ」
498,飲み過ぎで吐き気がします,吐き気,2,エアミットサットＦ
498,飲み過ぎで吐き気がします,吐き気,3,センパアＰｒｏ
499,冷えで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
499,冷えで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
499,冷えで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
500,暑さでめまいがします,めまい,1,半夏厚朴湯
500,暑さでめまいがします,めまい,2,奥田脳神経薬
500,暑さでめまいがします,めまい,3,アネロン「キャップ」
501,寒さで関節痛があります,"関節痛, 痛",1,ノーシンピュア《ピルケース》
501,寒さで関節痛があります,"関節痛, 痛",2,オトナノーシンピュア
501,寒さで関節痛があります,"関節痛, 痛",3,イブ
502,湿気で関節痛があります,"関節痛, 痛",1,ノーシンピュア《ピルケース》
502,湿気で関節痛があります,"関節痛, 痛",2,オトナノーシンピュア
502,湿気で関節痛があります,"関節痛, 痛",3,イブ
503,天気で頭痛がします,"頭痛, 痛",1,大柴胡湯
503,天気で頭痛がします,"頭痛, 痛",2,清風散
503,天気で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
504,気圧で頭痛がします,"頭痛, 痛",1,大柴胡湯
504,気圧で頭痛がします,"頭痛, 痛",2,清風散
504,気圧で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
505,季節の変わり目で体調を崩しました,目,1,強表水散
505,季節の変わり目で体調を崩しました,目,2,四物血行散
505,季節の変わり目で体調を崩しました,目,3,四物血行散
506,薬の副作用で吐き気があります,吐き気,1,アネロン「ニスキャップ」
506,薬の副作用で吐き気があります,吐き気,2,エアミットサットＦ
506,薬の副作用で吐き気があります,吐き気,3,センパアＰｒｏ
507,治療の副作用で下痢があります,"下痢, 下痢",1,高砂オウレン
507,治療の副作用で下痢があります,"下痢, 下痢",2,高砂オウレン末
507,治療の副作用で下痢があります,"下痢, 下痢",3,オウレンいけだや
508,頭痛が悪化しました,"頭痛, 痛",1,大柴胡湯
508,頭痛が悪化しました,"頭痛, 痛",2,清風散
508,頭痛が悪化しました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
509,発熱が悪化しました,"発熱, 熱",1,ハイゼリーロイヤル
509,発熱が悪化しました,"発熱, 熱",2,新ハイゼリーエースⅡ
509,発熱が悪化しました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
510,咳が悪化しました,咳,1,清風散
510,咳が悪化しました,咳,2,ウチダの麻黄加朮湯
510,咳が悪化しました,咳,3,カンゾウいけだや
512,頭痛が改善しました,"頭痛, 痛",1,大柴胡湯
512,頭痛が改善しました,"頭痛, 痛",2,清風散
512,頭痛が改善しました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
513,発熱が改善しました,"発熱, 熱",1,ハイゼリーロイヤル
513,発熱が改善しました,"発熱, 熱",2,新ハイゼリーエースⅡ
513,発熱が改善しました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
514,咳が改善しました,咳,1,清風散
514,咳が改善しました,咳,2,ウチダの麻黄加朮湯
514,咳が改善しました,咳,3,カンゾウいけだや
516,頭痛が続いています,"頭痛, 痛",1,大柴胡湯
516,頭痛が続いています,"頭痛, 痛",2,清風散
516,頭痛が続いています,"頭痛, 痛",3,ノーシンピュア《ピルケース》
517,発熱が続いています,"発熱, 熱",1,ハイゼリーロイヤル
517,発熱が続いています,"発熱, 熱",2,新ハイゼリーエースⅡ
517,発熱が続いています,"発熱, 熱",3,ヘパリーゼドリンクⅡ
518,咳が続いています,咳,1,清風散
518,咳が続いています,咳,2,ウチダの麻黄加朮湯
518,咳が続いています,咳,3,カンゾウいけだや
520,頭痛が再発しました,"頭痛, 痛",1,大柴胡湯
520,頭痛が再発しました,"頭痛, 痛",2,清風散
520,頭痛が再発しました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
521,発熱が再発しました,"発熱, 熱",1,ハイゼリーロイヤル
521,発熱が再発しました,"発熱, 熱",2,新ハイゼリーエースⅡ
521,発熱が再発しました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
522,咳が再発しました,咳,1,清風散
522,咳が再発しました,咳,2,ウチダの麻黄加朮湯
522,咳が再発しました,咳,3,カンゾウいけだや
524,頭痛が治りました,"頭痛, 痛",1,大柴胡湯
524,頭痛が治りました,"頭痛, 痛",2,清風散
524,頭痛が治りました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
525,発熱が治りました,"発熱, 熱",1,ハイゼリーロイヤル
525,発熱が治りました,"発熱, 熱",2,新ハイゼリーエースⅡ
525,発熱が治りました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
526,咳が治りました,咳,1,清風散
526,咳が治りました,咳,2,ウチダの麻黄加朮湯
526,咳が治りました,咳,3,カンゾウいけだや
528,頭痛とめまいがあります,"頭痛, めまい, 痛",1,大柴胡湯
528,頭痛とめまいがあります,"頭痛, めまい, 痛",2,清風散
528,頭痛とめまいがあります,"頭痛, めまい, 痛",3,ノーシンピュア《ピルケース》
529,発熱と悪寒があります,"発熱, 熱, 悪寒",1,ハイゼリーロイヤル
529,発熱と悪寒があります,"発熱, 熱, 悪寒",2,新ハイゼリーエースⅡ
529,発熱と悪寒があります,"発熱, 熱, 悪寒",3,ヘパリーゼドリンクⅡ
530,咳と痰が出ます,"咳, 痰",1,清風散
530,咳と痰が出ます,"咳, 痰",2,ウチダの麻黄加朮湯
530,咳と痰が出ます,"咳, 痰",3,カンゾウいけだや
531,鼻水とくしゃみが出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
531,鼻水とくしゃみが出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
531,鼻水とくしゃみが出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
532,のどが痛くて発熱があります,"発熱, のど, 痛",1,ハイゼリーロイヤル
532,のどが痛くて発熱があります,"発熱, のど, 痛",2,新ハイゼリーエースⅡ
